title,creators,abstractNote,publicationTitle,date,language,url,libraryCatalog,tags
Controllability Analysis and Optimal Control of Mixed Traffic Flow With Human-Driven and Autonomous Vehicles,WangJiawei,Connected and automated vehicles (CAVs) have a great potential to improve traffic efficiency in mixed traffic systems， which has been demonstrated by multiple numerical simulations and field experiments. However， some fundamental properties of mixed traffic flow， including controllability and stabilizability， have not been well understood. This paper analyzes the controllability of mixed traffic systems and designs a system-level optimal control strategy. Using the Popov-Belevitch-Hautus (PBH) criterion， we prove for the first time that a ring-road mixed traffic system with one CAV and multiple heterogeneous human-driven vehicles is not completely controllable， but is stabilizable under a very mild condition. Then， we formulate the design of a system-level control strategy for the CAV as a structured optimal control problem， where the CAV’s communication ability is explicitly considered. Finally， we derive an upper bound for reachable traffic velocity via controlling the CAV. Extensive numerical experiments verify the effectiveness of our analytical results and the proposed control strategy. Our results validate the possibility of utilizing CAVs as mobile actuators to smooth traffic flow actively.,IEEE Transactions on Intelligent Transportation Systems,2021-12,,https://ieeexplore.ieee.org/abstract/document/9127876,IEEE Xplore,"['Autonomous vehicle', 'Autonomous vehicles', 'Controllability', 'Optimal control', 'Road traffic', 'Stability analysis', 'Vehicle dynamics', 'controllability and stabilizability', 'mixed traffic flow', 'structured optimal control']"
COOR-PLT: A hierarchical control model for coordinating adaptive platoons of connected and autonomous vehicles at signal-free intersections based on deep reinforcement learning,LiDuowei,Platooning and coordination are two implementation strategies that are frequently proposed for traffic control of connected and autonomous vehicles (CAVs) at signal-free intersections instead of using conventional traffic signals. However， few studies have attempted to integrate both strategies to better facilitate the CAV control at signal-free intersections. To this end， this study proposes a hierarchical control model， named COOR-PLT， to coordinate adaptive CAV platoons at a signal-free intersection based on deep reinforcement learning (DRL). COOR-PLT has a two-layer framework. The first layer uses a centralized control strategy to form adaptive platoons. The optimal size of each platoon is determined by considering multiple objectives (i.e.， efficiency， fairness and energy saving). The second layer employs a decentralized control strategy to coordinate multiple platoons passing through the intersection. Each platoon is labeled with coordinated status or independent status， upon which its passing priority is determined. As an efficient DRL algorithm， Deep Q-network (DQN) is adopted to determine platoon sizes and passing priorities respectively in the two layers. The model is validated and examined on the simulator Simulation of Urban Mobility (SUMO). The simulation results demonstrate that the model is able to: (1) achieve satisfactory convergence performances; (2) adaptively determine platoon size in response to varying traffic conditions; and (3) completely avoid deadlocks at the intersection. By comparison with other control methods， the model manifests its superiority of adopting adaptive platooning and DRL-based coordination strategies. Also， the model outperforms several state-of-the-art methods on reducing travel time and fuel consumption in different traffic conditions.,Transportation Research Part C: Emerging Technologies,2023-01-01,,https://www.sciencedirect.com/science/article/pii/S0968090X22003461,ScienceDirect,"['Adaptive platoon', 'Connected and autonomous vehicle (CAV)', 'Deep reinforcement learning', 'Hierarchical control', 'Multi-agent coordination', 'Signal-free intersection']"
Comparison of Cooperative Driving Strategies for CAVs at Signal-Free Intersections,XuHuile,The properties of cooperative driving strategies for planning and controlling Connected and Automated Vehicles (CAVs) at intersections range from some that achieve highly efficient coordination performance to others whose implementation is computationally fast. This paper comprehensively compares the performance of four representative strategies in terms of travel time， energy consumption， computation time， and fairness under different conditions， including the geometric configuration of intersections， asymmetry in traffic arrival rates， and the relative magnitude of these rates. Our simulation-based study has led to the following conclusions: 1) The Monte Carlo Tree Search (MCTS)-based strategy achieves the best traffic efficiency and has great performance in fuel consumption; 2) MCTS and Dynamic Resequencing (DR) strategies both perform well in all metrics of interest. If the computation budget is adequate， the MCTS strategy is recommended; otherwise， the DR strategy is preferable; 3) An asymmetric intersection has a noticeable impact on the strategies， whereas the influence of the arrival rates can be neglected. When the geometric shape is asymmetrical， the modified First-In-First-Out (FIFO) strategy significantly outperforms the FIFO strategy and works well when the traffic demand is moderate， but their performances are similar in other situations; and 4) Improving traffic efficiency sometimes comes at the cost of fairness， but the DR and MCTS strategies can be adjusted to realize a better trade-off between various performance metrics by appropriately designing their objective functions.,IEEE Transactions on Intelligent Transportation Systems,2022-07,,https://ieeexplore.ieee.org/abstract/document/9406435,IEEE Xplore,"['Automation', 'Connected and automated vehicles (CAVs)', 'Measurement', 'Optimal control', 'Real-time systems', 'Safety', 'Systems engineering and theory', 'Vehicle dynamics', 'cooperative driving strategy', 'crossing sequence']"
Adaptive Multi-Scale Fusion Blind Deblurred Generative Adversarial Network Method for Sharpening Image Data,ZhuBaoyu,Drone and aerial remote sensing images are widely used， but their imaging environment is complex and prone to image blurring. Existing CNN deblurring algorithms usually use multi-scale fusion to extract features in order to make full use of aerial remote sensing blurred image information， but images with different degrees of blurring use the same weights， leading to increasing errors in the feature fusion process layer by layer. Based on the physical properties of image blurring， this paper proposes an adaptive multi-scale fusion blind deblurred generative adversarial network (AMD-GAN)， which innovatively applies the degree of image blurring to guide the adjustment of the weights of multi-scale fusion， effectively suppressing the errors in the multi-scale fusion process and enhancing the interpretability of the feature layer. The research work in this paper reveals the necessity and effectiveness of a priori information on image blurring levels in image deblurring tasks. By studying and exploring the image blurring levels， the network model focuses more on the basic physical features of image blurring. Meanwhile， this paper proposes an image blurring degree description model， which can effectively represent the blurring degree of aerial remote sensing images. The comparison experiments show that the algorithm in this paper can effectively recover images with different degrees of blur， obtain high-quality images with clear texture details， outperform the comparison algorithm in both qualitative and quantitative evaluation， and can effectively improve the object detection performance of blurred aerial remote sensing images. Moreover， the average PSNR of this paper’s algorithm tested on the publicly available dataset RealBlur-R reached 41.02 dB， surpassing the latest SOTA algorithm.,Drones,2023/2,en,https://www.mdpi.com/2504-446X/7/2/96,www.mdpi.com,"['deep learning', 'drone and aerial remote sensing', 'generative adversarial networks', 'image blur level', 'image deblurring', 'multi-scale', 'object detection']"
A Survey on Emergency Vehicle Preemption Methods Based on Routing and Scheduling,KambleShridevi Jeevan,Emergency Vehicles (EVs) play a significant role in saving human lives and property damages. Reducing the time delay of emergency vehicles is important to enhance emergency service performance. The preemption methods are powerful strategies that assist emergency vehicles to reach the desired destination quickly by managing the competing normal traffic along the emergency vehicle approaching lane. The EV preemption models pre-clears the vehicles on the EV approaching lane by interrupting the signal timings and boosting EV arrival speed even the road traffic is high. With the assistance of preemption models， the EVs are not stopping or waiting at signalized intersections. Also， the preemption models diminish the vehicle conflict problems on the EV approaching lane. Moreover， the preemption models use different strategies to navigate the EVs on their routes efficiently. Hence， a detailed survey is needed to understand the different preemption strategies and analyze the gaps which are not effectively solved by existing literature. This paper attempts to survey the existing EV preemption methods with detailed discussions. For a clear view， the survey divides the existing preemption models into three types that are routing-based， scheduling-based， and miscellaneous. The survey compares the preemption methods with their advantages and limitations. Further， it analyzes the gaps which are not solved in existing solutions and describe the possible future directions that pave the way for innovating novel realistic preemption solutions.,International Journal of Computer Networks and Applications,2022-02-28,en,http://www.i-scholar.in/index.php/IJCNA/article/view/211623,DOI.org (Crossref),[]
A Survey of Monte Carlo Tree Search Methods,BrowneCameron B.,Monte Carlo tree search (MCTS) is a recently proposed search method that combines the precision of tree search with the generality of random sampling. It has received considerable interest due to its spectacular success in the difficult problem of computer Go， but has also proved beneficial in a range of other domains. This paper is a survey of the literature to date， intended to provide a snapshot of the state of the art after the first five years of MCTS research. We outline the core algorithm's derivation， impart some structure on the many variations and enhancements that have been proposed， and summarize the results from the key game and nongame domains to which MCTS methods have been applied. A number of open research questions indicate that the field is ripe for future work.,IEEE Transactions on Computational Intelligence and AI in Games,2012-03,,https://ieeexplore.ieee.org/abstract/document/6145622,IEEE Xplore,"['Artificial intelligence', 'Artificial intelligence (AI)', 'Computers', 'Decision theory', 'Game theory', 'Games', 'Markov processes', 'Monte Carlo methods', 'Monte Carlo tree search (MCTS)', 'bandit-based methods', 'computer Go', 'game search', 'upper confidence bounds (UCB)', 'upper confidence bounds for trees (UCT)']"
A lightweight network for photovoltaic cell defect detection in electroluminescence images based on neural architecture search and knowledge distillation,ZhangJinxia,Nowadays， the rapid development of photovoltaic(PV) power stations requires increasingly reliable maintenance and fault diagnosis of PV modules in the field. Due to the effectiveness， convolutional neural network (CNN) has been widely used in the existing automatic defect detection of PV cells. However， the parameters of these CNN-based models are very large， which require stringent hardware resources and it is difficult to be applied in actual industrial projects. To solve these problems， we propose a novel lightweight high-performance model for automatic defect detection of PV cells in electroluminescence(EL) images based on neural architecture search and knowledge distillation. To auto-design an effective lightweight model， we introduce neural architecture search to the field of PV cell defect classification for the first time. Since the defect can be any size， we design a proper search structure of network to better exploit the multi-scale characteristic. To improve the overall performance of the searched lightweight model， we further transfer the knowledge learned by the existing pre-trained large-scale model based on knowledge distillation. Different kinds of knowledge are exploited and transferred， including attention information， feature information， logit information and task-oriented information. Experiments have demonstrated that the proposed model achieves the state-of-the-art performance on the public PV cell dataset of EL images under online data augmentation with accuracy of 91.74% and the parameters of 1.85M. The proposed lightweight high-performance model can be easily deployed to the end devices of the actual industrial projects and retain the accuracy.,Applied Energy,2024-02-01,,https://www.sciencedirect.com/science/article/pii/S0306261923015489,ScienceDirect,"['Deep learning', 'Defect detection', 'Electroluminescence', 'Knowledge distillation', 'Neural architecture search', 'Photovoltaic cells']"
A novel intelligent traffic recovery model for emergency vehicles based on context-aware reinforcement learning,KianiFarzad,Management of traffic emergencies has become very popular in recent years. However， timely response to emergencies and recovering from an emergency is an important problem in itself. The strategies in the current studies merely suggest that after an emergency vehicle passes， the state should iterate to the next phase. Therefore， this paper proposes a novel approach for recovering from an emergency situation at an intersection based on real scenarios. The proposed method is a combination of context-aware and Reinforcement Learning (RL) models that predicts better alternatives for different states rather than just iterating to the next phase. In this regard， a new algorithm， named Interrupt Algorithm， is proposed to predict proper actions for recovering the emergency situation. This algorithm uses a Q-learning-based model that learns from traffic context for an emergency situation and chooses viable action from an action set. The recovery actions are categorized as max， min， and avg， respectively. Test results show that our proposed model outperforms traffic flow over than standard single choice recovering action-based approach by approximately 80%. Based on this， it may be more beneficial to choose different actions and therefore， proposed algorithm with the help of RL presents a more dynamic emergency recovery model.,Information Sciences,2023-01-01,,https://www.sciencedirect.com/science/article/pii/S0020025522013469,ScienceDirect,"['Emergency situation', 'Intelligent traffic management', 'Q-learning', 'Reinforcement learning', 'Traffic recovery']"
A multiagent approach to autonomous intersection management,DresnerKurt,Artificial intelligence research is ushering in a new era of sophisticated， mass-market transportation technology. While computers can already fly a passenger jet better than a trained human pilot， people are still faced with the dangerous yet tedious task of driving automobiles. Intelligent Transportation Systems (ITS) is the field that focuses on integrating information technology with vehicles and transportation infrastructure to make transportation safer， cheaper， and more efficient. Recent advances in ITS point to a future in which vehicles themselves handle the vast majority of the driving task. Once autonomous vehicles become popular， autonomous interactions amongst multiple vehicles will be possible. Current methods of vehicle coordination， which are all designed to work with human drivers， will be outdated. The bottleneck for roadway efficiency will no longer be the drivers， but rather the mechanism by which those drivers' actions are coordinated. While open-road driving is a well-studied and more-or-less-solved problem， urban traffic scenarios， especially intersections， are much more challenging.We believe current methods for controlling traffic， specifically at intersections， will not be able to take advantage of the increased sensitivity and precision of autonomous vehicles as compared to human drivers. In this article， we suggest an alternative mechanism for coordinating the movement of autonomous vehicles through intersections. Drivers and intersections in this mechanism are treated as autonomous agents in a multiagent system. In this multiagent system， intersections use a new reservation-based approach built around a detailed communication protocol， which we also present. We demonstrate in simulation that our new mechanism has the potential to significantly outperform current intersection control technology--traffic lights and stop signs. Because our mechanism can emulate a traffic light or stop sign， it subsumes the most popular current methods of intersection control. This article also presents two extensions to the mechanism. The first extension allows the system to control human-driven vehicles in addition to autonomous vehicles. The second gives priority to emergency vehicles without significant cost to civilian vehicles. The mechanism， including both extensions， is implemented and tested in simulation， and we present experimental results that strongly attest to the efficacy of this approach.,J. Artif. Int. Res.,"三月 1, 2008",,,ACM Digital Library,[]
A Feasibility Analysis at Signal-Free Intersections,TzortzoglouFilippos N.,In this letter， we address the problem of improving the feasible domain of the solution of a decentralized control framework for coordinating connected and automated vehicles (CAVs) at signal-free intersections. The framework provides the optimal trajectories of CAVs to cross the intersection safely without stop-and-go driving. However， when traffic volume exceeds a certain level， finding a feasible solution for a CAV may become unattainable. We use concepts of numerical interpolation to identify appropriate polynomials that can serve as alternative trajectories of the CAVs， expanding the domain of the feasible CAV trajectories. We select the alternative polynomials through an optimization problem that aims at minimizing jerk. Finally， we demonstrate the efficacy of our approach through numerical simulations.,IEEE Control Systems Letters,2024,,https://ieeexplore.ieee.org/abstract/document/10551377,IEEE Xplore,"['Boundary conditions', 'Connected automated vehicles', 'Cruise control', 'Interpolation', 'Optimization', 'Polynomials', 'Safety', 'Traffic flow', 'Trajectory']"
A Conflict Duration Graph-Based Coordination Method for Connected and Automated Vehicles at Signal-Free Intersections,DengZhiyun,Previous studies on Connected and Automated Vehicles (CAVs) demonstrated the potential to coordinate the behaviors of multiple connected vehicles for traffic improvements. In this paper， we first propose a Conflict Duration Graph-based (CDG-based) coordination framework to resolve collisions and improve the traffic capacity of signal-free intersections. Secondly， a Speed Control-based Intersection Coordination Model (SICM) is developed to identify complex constraints in multi-vehicle collision scenarios. Thirdly， a geometric Translation-based Intersection Coordination Algorithm (TICA) is proposed to calculate the ideal location of time blocks in CDGs and then obtain the near-optimal design speed in the form of combinatorial optimization. Twelve groups of test scenarios with different traffic volumes were designed and tested on a MATLAB-based simulation platform. Simulation results showed that the proposed method can resolve all the collisions and instruct the vehicles to pass signal-free intersections collaboratively without stopping in low to medium level of congestion.,Applied Sciences,2020/1,en,https://www.mdpi.com/2076-3417/10/18/6223,www.mdpi.com,"['connected and automated vehicles', 'multi-vehicle collision resolution', 'signal-free intersection', 'traffic coordination method']"
A deep learning framework for modelling left-turning vehicle behaviour considering diagonal-crossing motorcycle conflicts at mixed-flow intersections,YaoRuoyu,With heterogeneous traffic agents moving at unprotected phase， severe crossing conflicts are witnessed at mixed-flow intersections， especially when left-turning vehicles are confronted with motorcycles. However， for modelling vehicle turning behaviour， potential conflicts involving diagonal-crossing motorcycles are seldom investigated in existing studies. To explore these scenes， we present a novel interaction-aware deep-learning framework. Firstly， a Long Short-Term Memory (LSTM) based network is employed to encode vehicle historical motion features. Secondly， each vehicle’s potential target lanes are identified with a probabilistic method， followed by a pooling module that extracts and summarizes intention features. Thirdly， Graph Attention Network (GAT) and a synthesized network are introduced to model vehicle-vehicle interaction and vehicle-motorcycle interaction respectively. Finally， multiple kinds of obtained features are sent to a LSTM based decoder module， where both future displacement and body orientation of vehicles are predicted. In short-time simulation experiments， average displacement error is reduced by 47.7% and 20.0% compared to baseline and state-of-the-art methods， with ablation studies conducted to quantify the efficacy of each kind of feature. Moreover， regarding recursive simulation， our model shows availability of reproducing lane-selecting and motorcycle-evasive behaviours. Distributions of post-encroachment time further indicate that the proposed framework can serve as a promising method to realize reliable motion planning for autonomous vehicles.,Transportation Research Part C: Emerging Technologies,2021-11-01,,https://www.sciencedirect.com/science/article/pii/S0968090X21004095,ScienceDirect,"['Deep learning', 'Mixed-flow intersection', 'Trajectory prediction', 'Vehicle behaviour modelling']"
A decentralized energy-optimal control framework for connected automated vehicles at signal-free intersections,MalikopoulosAndreas A.,We address the problem of optimally controlling connected and automated vehicles (CAVs) crossing an urban intersection without any explicit traffic signaling， so as to minimize energy consumption subject to a throughput maximization requirement. We show that the solution of the throughput maximization problem depends only on the hard safety constraints imposed on CAVs and its structure enables a decentralized optimal control problem formulation for energy minimization. We present a complete analytical solution of these decentralized problems and derive conditions under which feasible solutions satisfying all safety constraints always exist. The effectiveness of the proposed solution is illustrated through simulation which shows substantial dual benefits of the proposed decentralized framework by allowing CAVs to conserve momentum and fuel while also improving travel time.,Automatica,2018-07-01,,https://www.sciencedirect.com/science/article/pii/S0005109818301511,ScienceDirect,"['Autonomous intersections', 'Connected and automated vehicles', 'Decentralized optimal control', 'Energy usage', 'Motion planning', 'Safety', 'Traffic flow']"
A consensus-based distributed trajectory control in a signal-free intersection,MirheliAmir,This paper develops a distributed cooperative control logic to determine conflict-free trajectories for connected and automated vehicles (CAVs) in signal-free intersections. The cooperative trajectory planning problem is formulated as vehicle-level mixed-integer non-linear programs (MINLPs) that aim to minimize travel time of each vehicle and their speed variations， while avoiding near-crash conditions. To push vehicle-level solutions towards global optimality， we develop a coordination scheme between CAVs on conflicting movements. The coordination scheme shares vehicle states (i.e.， location) over a prediction horizon and incorporates such information in CAVs’ respective MINLPs. Therefore， the CAVs will reach consensus through an iterative process and select conflict-free trajectories that minimize their travel time. The numerical experiments quantify the effects of the proposed methodology on traffic safety and performance measures in an intersection. The results show that the proposed distributed coordinated framework converges to near-optimal CAV trajectories with no conflicts in the intersection neighborhood. While the solutions are found in real-time， the comparison to a central intersection control logic for CAVs indicates a maximum marginal objective value of 2.30%. Furthermore， the maximum marginal travel time， throughput， and average speed do not exceed 0.5%， 0.1%， and 0.5%， respectively. The proposed control logic reduced travel time by 43.0–70.5%， and increased throughput and average speed respectively by 0.8–115.6% and 59.1–400.0% compared to an optimized actuated signal control， while eliminating all near-crash conditions.,Transportation Research Part C: Emerging Technologies,2019-03-01,,https://www.sciencedirect.com/science/article/pii/S0968090X18311343,ScienceDirect,"['Connected and autonomous vehicles', 'Control logic', 'Cooperative', 'Coordination', 'Distributed algorithm', 'Signal-free']"
自动驾驶环境下交叉口车辆路径规划与最优控制模型,WuWei,自动驾驶环境下的交叉口基于车车/车路之间的双向信息交互， 能保障自动驾驶车辆相互穿插与协作地通过交叉 口， 而无需信号灯控制. 因此， 如何设计高效的面向自动驾驶车辆通行的交叉口管控模型， 已成为研究的热点. 已有研究在 建模时， 均基于自动驾驶车辆在交叉口内部的行驶路径已知并作为模型输入， 且大多对交叉口内部的冲突点进行简化. 本文 首先将交叉口空间离散化处理， 考虑车辆的实际尺寸并面向非常规交叉口， 使用椭圆曲线建立转弯车辆行驶路径的精确轨 迹方程， 再通过外边界投影降维法建立轨迹方程和交叉口空间的映射关系. 建立了基于混合整数线性规划(Mixed integer linear programming， MILP)的自动驾驶交叉口管控模型， 以交叉口总延误最小为控制目标， 同时优化车辆在交叉口的最 佳行驶路径和驶入时刻， 使用AMPL (A mathematical programming language)对模型进行编译并使用CPLEX求解器求 解. 与经典感应控制和先到先服务模型进行对比， 结果表明， 本文所提出模型能对车辆进入交叉口的时刻和行驶路径进行双 重优化， 显著降低自动驾驶车辆通过交叉口的车均延误， 提高交叉口空间的利用效率.,,2020-9,,,,[]
学业预警知识图谱的构建与应用,闫瑾,针对学业预警体系中“事前事中预防”措施不足、过程化与可视化较低的问题，进行了学业预警知识图谱的构建与应用。首先，通过protégé完成模式层的构建，对知识的数据结构(包含实体、关系、属性)进行了设计，采用了树状结构，使每个子类继承其祖先节点的属性；其次，以事实三元组为单位，存储具体的信息；然后，通过关系型数据库实现数据与本体的映射，对关系型数据库的结构化数据进行知识抽取，通过D2RQ工具将结构化数据转化为三元组数据，存储在SQL中；最后，使用Neo4j图数据库可视化展示，完成学业预警知识图谱的构建。公开数据集实验测试结果表明，所构建的学业预警知识图谱能够对学生学业进行预警，对实体及属性进行校验标注，经过采样标注后得到准确率为94.23%，且时效性良好，系统平均在9 ms后开始传输，并在25 ms后完成，同时在过程化与可视化方面有较大提升，可以实现“事前事中预防”。,中北大学学报(自然科学版),2023,中文;,https://kns.cnki.net/kcms2/article/abstract?v=3uoqIhG8C44YLTlOAiTRKu87-SJxoEJu6LL9TJzd50kyKUrPKilczQCToTb0b8hR90UZ_coCnRG5-mFTh0KJYq5nsDzG2GIu&uniplatform=NZKPT,CNKI,"['Neo4j', 'Neo4j cademic early warning', 'data layer', 'knowledge graph', 'model layer', '学业预警', '数据层', '模式层', '知识图谱']"
《人工智能应用导论》知识图谱构建与应用研究,张军,随着人工智能技术引发新一轮科技革命和社会进步，高职《人工智能应用导论》课程在众多院校相继开设，对其开展知识图谱的构建应用研究逐渐兴起，然而知识图谱的构建需要领域专家共同探讨、手工构建，十分严谨而繁琐，人工智能知识更新又较为快速，目前高职《人工智能应用导论》知识图谱的构建较为缺乏。本文借助机器学习和自然语言处理技术分别对《人工智能应用导论》课程文本资源进行实体识别和关系抽取，接着进行知识融合，最后基于Neo4j图数据库可视化展示并进行知识点推理。实验结果表明：构造后的课程知识图谱涵盖了《人工智能应用导论》课程所有知识点及其关系属性，助力开展知识点学习推理和学习路径推荐研究。,网络安全技术与应用,2023,中文;,https://kns.cnki.net/kcms2/article/abstract?v=3uoqIhG8C44YLTlOAiTRKu87-SJxoEJu6LL9TJzd50ntGgPOL7QfrrIhj5ge6CBH4g2IsyPB8asXh8xKI3kodiPsmDcTH8Zw&uniplatform=NZKPT,CNKI,"['人工智能应用导论课程', '应用研究', '推理实验', '知识图谱']"
时态知识图谱的推理研究综述,沈英汉,随着社交网络、物端感知等技术快速发展，网络空间中涌现了大量的交互、话题、事件、新闻等数据，蕴含大量动态演化、强时效性的知识.较于忽略知识中时间信息的传统知识图谱，时态知识图谱通过建模知识的时效性以描述动态变化的现实世界，为时间紧耦合的应用提供有效支持.然而，时态知识图谱无法确保涵盖全量知识，知识的缺失严重影响应用性能，需要推理模型自动挖掘新的知识，以解释事物的历史状态，预测未来发展趋势并描述演化规律.由于实际应用的迫切需要，近年来，时态知识图谱的推理研究工作层出不穷，逐渐引起学术界和工业界的广泛关注.本文对近年来时态知识图谱的推理工作进行全面介绍和总结.首先，介绍了时态知识图谱的推理相关概念与问题描述;其次，介绍了面向补全任务的推理模型与面向预测任务的推理模型，对其进行比较分析;之后总结了时态知识图谱推理的数据集、推理任务、相关指标以及应用场景;最后展望时态知识图谱推理的未来研究趋势.综上，本文致力于为时态知识图谱的推理领域研究人员提供具有价值的参考，以推动该领域进一步发展.,计算机学报,2023,中文;,https://kns.cnki.net/kcms2/article/abstract?v=3uoqIhG8C44YLTlOAiTRKu87-SJxoEJu6LL9TJzd50n2_FC1ezrNgNLgIgJzEpc4dzL6iDCe0g5IUw98rlIO1hnPzttTlaiP&uniplatform=NZKPT,CNKI,"['knowledge completion', 'knowledge graph', 'knowledge prediction', 'temporal knowledge reasoning', '时态知识图谱', '时态知识推理', '知识图谱 temporal knowledge graph', '知识补全', '知识预测']"
基于车路协同的城市应急车辆优先控制：概述与展望,张立立王力,面向我国城市常态应急车辆优先通行需求和车路协同智能交通发展的实际情况，总结了应急车辆优先控制发展历程和研究现状，分析并讨论了存在的问题和未来的研究重点。首先，回顾了我国常态应急车辆优先的发展情况；其次，概述了车路协同应急车辆优先控制、结合优先与路径规划的应急车辆优先控制的国内外研究现状；最后，针对当前研究存在的问题进行了讨论并立足车路协同、自动驾驶等新理论与技术的演进总结了常态应急车辆优先领域的研究重点和应着力解决的关键问题。,科学技术与工程,2021-12-16,cn,http://www.stae.com.cn//jsygc/article/abstract/2101973,www.stae.com.cn,[]
基于知识图谱理念的生物医学电子学在线课程建设初步探索,涂华婷,为满足疫情期间在线教育需求，基于知识图谱理念，从知识、问题、能力3个维度完善课程知识网络结构，初步探索生物医学电子学在线课程建设新模式，旨在重构教学资源、完善人才培养方案，实现开放、个性、精准的智慧教育体系创新。,卫生职业教育,2023,中文;,https://kns.cnki.net/kcms2/article/abstract?v=3uoqIhG8C44YLTlOAiTRKu87-SJxoEJu6LL9TJzd50loVFp_9WcsUA-WIO5VPFBwqL4Z0qvbQZmVs1z40ce6xS5VghuFE8SX&uniplatform=NZKPT,CNKI,"['Biomedical electronics', 'Online course', '在线课程 Knowledge graph', '生物医学电子学', '知识图谱']"
基于博弈论的无信号交叉口冲突消解方法,Unknown Author,,重庆理工大学学报（自然科学）,2021-11-09,cn,http://clgzk.qks.cqut.edu.cn/CN/abstract/abstract5742.shtml,clgzk.qks.cqut.edu.cn,[]
地理知识图谱下的建筑群空间分布模式推理,唐曾杨,以图结构表达的知识图谱不仅在语义网络的描述与推理中发挥着重要作用，对于空间实体的结构化抽象与空间推理也具有重要意义。空间实体的联系信息在知识图谱中以图的边记录，通过路径探测、子图对齐、模式发现等基于边的知识图谱计算推理，在空间场景认知可发挥重要作用。地理知识图谱是一种对地理概念、实体及其相互关系进行形式化描述的知识系统，既有通用知识的内涵与特点，也有地理知识特定的时空特征，能够将语义模型和时空模型联系起来，描述语义关系、空间关系和时间关系，在地理知识的表达、理解、获取与推理方面有巨大的应用潜力。现有地理知识图谱的研究工作多集中于语义方面，语义关系的抽取与表达比较丰富，可以支持进一步的地理知识语义搜索等功能；然而地理知识图谱在时空模型上的知识表达比较缺乏，现有的空间关系局限在要素之间，很少涉及空间认知中进一步的分布态势、空间格局等，地理知识图谱在空间语义知识方面有待增强。本文基于知识图谱构建原理，以建筑群地理知识图谱构建为例，实现格网型建筑物模式的识别。先将建筑物抽象成实体，表达为图的节点，基于几何邻近分析提取建筑物之间的空间邻域关系，以此构建建筑群地理知识图谱；在此基础上结合建筑物模式识别的领域知识，进一步推理构建其他的空间语义关系，完善地理知识图谱；再将建筑群场景的格网模式表达为知识图谱的规则，在知识图谱上基于NoSQL语言进行推理。结果表明，本文方法能有效提取建筑物格网模式，验证了地理知识图谱在空间推理上的作用和在领域问题研究中的良好适应性，为地理知识图谱在空间认知领域的应用提供了思路。,地球信息科学学报,2023,中文;,https://kns.cnki.net/kcms2/article/abstract?v=3uoqIhG8C44YLTlOAiTRKu87-SJxoEJu6LL9TJzd50lqbdNo8z0wC2CMNOSuvHmHLVNnW2rbj7WrmcNNMwN0lMx5P0x-rTEa&uniplatform=NZKPT,CNKI,"['building cluster pattern recognition', 'geographic entity', 'geographic knowledge', 'grid-pattern', 'spatial cognition', 'spatial reasoning', 'spatial relationship', '地理实体', '地理知识', '建筑群模式识别', '格网模式', '知识图谱', '空间关系', '空间推理', '空间认知 knowledge graph']"
车联网环境下基于间隙优化的无信号交叉口车速控制方法,常玉林１２,,重庆理工大学学报（自然科学）,2021-04-07,cn,http://clgzk.qks.cqut.edu.cn/CN/abstract/abstract5478.shtml,clgzk.qks.cqut.edu.cn,[]
车路协同环境下路段掉头区域车辆协同控制,吴文静,在车辆驾驶安全的前提下，以车速最大为目标研究了车路协同系统(CVIS)环境下掉头区域车辆的协同控制优化方法。分别设置单车连续掉头及车队掉头两种场景进行控制策略的仿真试验。结果表明，本文方法可实现掉头区域车辆的协同控制。最后，以总延误时间、驾驶舒适性为指标评估控制效率，并得到两种控制策略相适用的车头间距的阈值。,吉林大学学报(工学版),2019,zh-CN,https://chn.oversea.cnki.net/KCMS/detail/detail.aspx?dbcode=CJFD&dbname=CJFDLAST2019&filename=JLGY201904010&uniplatform=OVERSEA&v=Rqj5CTy_0_P9bEcOIEZeD28QjPsgNNgfmYsLUA32D4-pvDqu8Ihih0ZRsrFT_Lbd,CNKI,"['交通运输系统工程', '协同控制', '路段掉头', '车队控制']"
